OriginalAddress,ChosenAddress,Url,Owner,AveragePricingInfo,ActiveListingsUrl,PastSalesUrl,PastRentalUrl,UnitsAvaliableRightNow
141 E 55TH  Manhattan,,http://streeteasy.com/building/141-east-55-street-new_york,Owned by: 150 EAST 56 ST CONDO-,"Sales Listings 2 active sales ($1,432 per ft² avg, $995,000 avg price)",,/nyc/property_activity/past_transactions_component/844886?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/844886?hide_header=true&show_rentals=true,7
155 E 55TH  Manhattan,,http://streeteasy.com/building/155-east-55-street-manhattan,Owned by: CAPITAL 155 EAST 55TH,"Rentals Listings 1 active rental ($2,895 avg price)",,/nyc/property_activity/past_transactions_component/844534?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/844534?hide_header=true&show_rentals=true,2
159 E 55TH  Manhattan,,http://streeteasy.com/building/159-east-55-street-manhattan,Owned by: 159 EAST 55TH STREET,"5 previous rentals ($1,604 avg price)",,/nyc/property_activity/past_transactions_component/844551?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/844551?hide_header=true&show_rentals=true,0
160 E 55TH  Manhattan,,http://streeteasy.com/building/160-east-55-street-new_york,Owned by: 160 EAST 55TH STREET,"Rentals Listings 3 active rentals ($2,108 avg price)",,/nyc/property_activity/past_transactions_component/844354?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/844354?hide_header=true&show_rentals=true,4
161 E 55TH  Manhattan,,http://streeteasy.com/building/914-3-avenue-manhattan,Owned by: 995 WESTCHESTER AVENU,"Rentals Listings 2 active rentals ($2,725 avg price)",,/nyc/property_activity/past_transactions_component/844536?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/844536?hide_header=true&show_rentals=true,3
162 E 55TH  Manhattan,,http://streeteasy.com/building/162-east-55-street-new_york,Owned by: 162 EAST 55TH STREET,"14 previous rentals ($43 per ft² avg, $2,328 avg price)",,,,0
240 E 55TH  Manhattan,,http://streeteasy.com/building/240-east-55-street-new_york,Owned by: MAROLDA PROPERTIES IN,"Sales Listings 3 active sales ($865 per ft² avg, $581,000 avg price)",,/nyc/property_activity/past_transactions_component/847388?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847388?hide_header=true&show_rentals=true,4
310 E 55TH  Manhattan,,http://streeteasy.com/building/310-east-55-street-new_york,Owned by: 310 EAST 55 ST TENANT,"1 previous sale ($642 per ft² avg, $385,000 avg price)",,/nyc/property_activity/past_transactions_component/849955?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849955?hide_header=true&show_rentals=true,3
316 E 55TH  Manhattan,,http://streeteasy.com/building/316-east-55-street-new_york,"Owned by: DERMKSIAN, TAMARA TRS","11 previous rentals ($48 per ft² avg, $3,021 avg price)",,/nyc/property_activity/past_transactions_component/849954?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849954?hide_header=true&show_rentals=true,0
322 E 55TH  Manhattan,,http://streeteasy.com/building/322-east-55-street-manhattan,"Owned by: 55 REALTY,","25 previous rentals ($2,664 avg price)",,/nyc/property_activity/past_transactions_component/849953?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849953?hide_header=true&show_rentals=true,0
328 E 55TH  Manhattan,,http://streeteasy.com/building/328-east-55-street-manhattan,"Owned by: SACCHETTI, VITO L.","Rentals Listings 2 active rentals ($2,995 avg price)",,/nyc/property_activity/past_transactions_component/849952?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849952?hide_header=true&show_rentals=true,3
334 E 55TH  Manhattan,,http://streeteasy.com/building/334-east-55-street-new_york,,"Rentals Listings 1 active rental ($4,100 avg price)",,/nyc/property_activity/past_transactions_component/8297257?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/8297257?hide_header=true&show_rentals=true,2
