OriginalAddress,ChosenAddress,Url,Owner,AveragePricingInfo,ActiveListingsUrl,PastSalesUrl,PastRentalUrl,UnitsAvaliableRightNow
430 E 51ST ST Manhattan,,http://streeteasy.com/building/30-beekman-place-new_york,Owned by: 30 BEEKMAN PL CORP,"Sales Listings 1 active sale ($1,429,000 avg price)",,/nyc/property_activity/past_transactions_component/850259?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850259?hide_header=true&show_rentals=true,2
431 E 51ST ST Manhattan,,http://streeteasy.com/building/southgate-coop,Owned by: SOUTHGATE OWNERS CORP,"Sales Listings 1 active sale ($585,000 avg price)",,/nyc/property_activity/past_transactions_component/850394?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850394?hide_header=true&show_rentals=true,2
432 E 51ST ST Manhattan,,http://streeteasy.com/building/30-beekman-place-new_york,Owned by: 30 BEEKMAN PL CORP,"Sales Listings 1 active sale ($1,429,000 avg price)",,/nyc/property_activity/past_transactions_component/850259?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850259?hide_header=true&show_rentals=true,2
433 E 51ST ST Manhattan,,http://streeteasy.com/building/southgate-coop,Owned by: SOUTHGATE OWNERS CORP,"Sales Listings 1 active sale ($585,000 avg price)",,/nyc/property_activity/past_transactions_component/850394?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850394?hide_header=true&show_rentals=true,2
5 E 51ST ST Manhattan,,http://streeteasy.com/building/5-east-51-street-manhattan,Owned by: 5 EAST 51 LLC,"2 previous rentals ($2,033 avg price)",,/nyc/property_activity/past_transactions_component/843139?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/843139?hide_header=true&show_rentals=true,0
140 E 52ND ST Manhattan,,http://streeteasy.com/building/140-east-52-street-new_york,"Owned by: 52ND LEX COMPANY, LLC","11 previous rentals ($2,135 avg price)",,/nyc/property_activity/past_transactions_component/844326?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/844326?hide_header=true&show_rentals=true,0
155 E 52ND ST Manhattan,,http://streeteasy.com/building/155-east-52-street-manhattan,Owned by: KNOCKLOFTY MGMT LLC,"Rentals Listings 11 active rentals ($47 per ft² avg, $2,392 avg price)",,/nyc/property_activity/past_transactions_component/844330?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/844330?hide_header=true&show_rentals=true,12
220 E 52ND ST Manhattan,,http://streeteasy.com/building/220-east-52-street-manhattan,Owned by: 220 EAST 52ND STREET,"Rentals Listings 4 active rentals ($43 per ft² avg, $2,932 avg price)",,/nyc/property_activity/past_transactions_component/847087?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847087?hide_header=true&show_rentals=true,5
230 E 52ND ST Manhattan,,http://streeteasy.com/building/230-east-52-street-new_york,Owned by: OWNER / AGENT,"13 previous sales ($1,099 per ft² avg, $572,692 avg price)",,/nyc/property_activity/past_transactions_component/847152?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847152?hide_header=true&show_rentals=true,6
234 E 52ND ST Manhattan,,http://streeteasy.com/building/234-east-52-street-new_york,"Owned by: PANTHER PROPERTIES, L","37 previous rentals ($42 per ft² avg, $2,880 avg price)",,/nyc/property_activity/past_transactions_component/847086?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847086?hide_header=true&show_rentals=true,0
240 E 52ND ST Manhattan,,http://streeteasy.com/building/240-east-52-street-new_york,Owned by: JAVIND APARTMENT,"Rentals Listings 1 active rental ($40 per ft² avg, $2,350 avg price)",,/nyc/property_activity/past_transactions_component/8588318?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/8588318?hide_header=true&show_rentals=true,2
247 E 52ND ST Manhattan,,http://streeteasy.com/building/247-east-52-street-manhattan,Owned by: PRINCETON CAPITAL ADV,"29 previous rentals ($40 per ft² avg, $2,049 avg price)",,/nyc/property_activity/past_transactions_component/847157?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847157?hide_header=true&show_rentals=true,0
