10002,151,RIDGE,ST
10002,153,RIDGE,ST
10002,155,RIDGE,ST
10002,121 TO 123,RIVINGTON,ST
10002,125,RIVINGTON,ST
10002,127,RIVINGTON,ST
10002,129,RIVINGTON,ST
10002,137,RIVINGTON,ST
10002,157,RIVINGTON,ST
10002,161,RIVINGTON,ST
10002,167,RIVINGTON,ST
10002,169 TO 171,RIVINGTON,ST
10002,170,RIVINGTON,ST
10002,172,RIVINGTON,ST
10002,202,RIVINGTON,ST
10002,203,RIVINGTON,ST
10002,206 TO 208,RIVINGTON,ST
10002,210 TO 212,RIVINGTON,ST
10002,4,RIVINGTON,ST
10002,40,RIVINGTON,ST
10002,42,RIVINGTON,ST
10002,5,RIVINGTON,ST
10002,65,RIVINGTON,ST
10002,66 TO 68,RIVINGTON,ST
10002,7,RIVINGTON,ST
10002,78 TO 84,RIVINGTON,ST
10002,8 TO 10,RIVINGTON,ST
10002,87,RIVINGTON,ST
10002,92,RIVINGTON,ST
10002,94,RIVINGTON,ST
10002,10,RUTGERS,ST
10002,26,RUTGERS,ST
10002,28,RUTGERS,ST
10002,82,RUTGERS,SLIP
10002,100 TO 104,STANTON,ST
10002,101,STANTON,ST
10002,108,STANTON,ST
10002,11,STANTON,ST
10002,113,STANTON,ST
10002,114,STANTON,ST
10002,117,STANTON,ST
10002,125,STANTON,ST
10002,127,STANTON,ST
10002,138,STANTON,ST
10002,142,STANTON,ST
10002,156,STANTON,ST
10002,157,STANTON,ST
10002,159,STANTON,ST
10002,161,STANTON,ST
10002,162,STANTON,ST
10002,163,STANTON,ST
10002,164,STANTON,ST
10002,173,STANTON,ST
10002,175,STANTON,ST
10002,176,STANTON,ST
10002,177,STANTON,ST
10002,178,STANTON,ST
10002,192 TO 198,STANTON,ST
10002,193 TO 197,STANTON,ST
10002,2 TO 26,STANTON,ST
10002,86 TO 88,STANTON,ST
10002,9,STANTON,ST
10002,90 TO 96,STANTON,ST
10002,100,SUFFOLK,ST
10002,104,SUFFOLK,ST
10002,112,SUFFOLK,ST
10002,116,SUFFOLK,ST
10002,120,SUFFOLK
10002,122,SUFFOLK
10002,157,SUFFOLK
10002,165,SUFFOLK
10002,166,SUFFOLK
10002,188,SUFFOLK
10002,98,SUFFOLK
10002,99,SUFFOLK
10002,621,WATER
10003,107,1ST
10003,127,1ST
10003,129,1ST
10003,137,1ST
10003,139,1ST
10003,149,1ST
10003,153,1ST
10003,165,1ST
10003,173,1ST
10003,21,1ST
10003,211 TO 213,1ST
10003,229,1ST
10003,261,1ST
10003,263,1ST
10003,265,1ST
10003,27,1ST
